last_name,first_name,party,state,filing_year,link
Dean,Madeleine,D,PA,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10068302.pdf
DelBene,Suzan K.,D,WA,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10066931.pdf
Deluzio,Christopher R.,D,PA,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10065678.pdf
DesJarlais,Scott,R,TN,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10072039.pdf
Dexter,Maxine,D,OR,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10068140.pdf
Diaz-Balart,Mario,R,FL,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10067368.pdf
Dingell,Debbie,D,MI,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10066149.pdf
Doggett,Lloyd,D,TX,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10066436.pdf
Donalds,Byron,R,FL,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10071583.pdf
Downing,Troy,R,MT,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10068399.pdf
Dunn,Neal P.,R,FL,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10066821.pdf
Durbin,Richard J.,D,IL,2025,https://efdsearch.senate.gov/search/view/paper/8a94ab75-32a1-4d4e-9642-bdb54e0c912f/
Edwards,Chuck,R,NC,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10066820.pdf
Elfreth,Sarah,D,MD,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10067526.pdf
Ellzey,Jake,R,TX,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10067015.pdf
Emmer,Tom,R,MN,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/8221126.pdf
Escobar,Veronica,D,TX,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10066007.pdf
Espaillat,Adriano,D,NY,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10068247.pdf
Estes,Ron,R,KS,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10068013.pdf
Evans,Dwight,D,PA,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10068372.pdf
Evans,Gabe,R,CO,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10067025.pdf
Ezell,Mike,R,MS,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10066916.pdf
Fallon,Pat,R,TX,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10067945.pdf
Fedorchak,Julie,R,ND,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10067251.pdf
Feenstra,Randy,R,IA,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10072123.pdf
Fields,Cleo,D,LA,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10067751.pdf
Fine,Randy,R,FL,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10067009.pdf
Finstad,Brad,R,MN,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10068668.pdf
Fischbach,Michelle,R,MN,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10068338.pdf
Fitzgerald,Scott,R,WI,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10067973.pdf
Fitzpatrick,Brian K.,R,PA,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10067996.pdf
Fleischmann,"Charles J. ""Chuck""",R,TN,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/8221130.pdf
Fletcher,Lizzie,D,TX,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10067427.pdf
Flood,Mike,R,NE,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10067729.pdf
Fong,Vince,R,CA,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10071961.pdf
Foster,Bill,D,IL,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10066184.pdf
Foushee,Valerie P.,D,NC,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10067437.pdf
Foxx,Virginia,R,NC,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10067447.pdf
Frankel,Lois,D,FL,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10066434.pdf
Franklin,Scott,R,FL,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10066628.pdf
Friedman,Laura,D,CA,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10066927.pdf
Frost,Maxwell,D,FL,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10068347.pdf
Fry,Russell,R,SC,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10067656.pdf
Fulcher,Russ,R,ID,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10068143.pdf
Garamendi,John,D,CA,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10066795.pdf
Garbarino,Andrew R.,R,NY,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10066789.pdf
Garcia,Robert,D,CA,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10072028.pdf
Garcia,Sylvia R.,D,TX,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10066938.pdf
Garcia,"Jesús G. ""Chuy""",D,IL,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10066088.pdf
Gill,Brandon,R,TX,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10066920.pdf
Gillen,Laura,D,NY,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10069029.pdf
Gimenez,Carlos A.,R,FL,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10067730.pdf
Golden,Jared F.,D,ME,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10066167.pdf
Goldman,Craig A.,R,TX,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10066977.pdf
Goldman,Daniel S.,D,NY,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10066119.pdf
Gomez,Jimmy,D,CA,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10065973.pdf
Gonzales,Tony,R,TX,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10071965.pdf
Gonzalez,Vicente,D,TX,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/9115595.pdf
Gooden,Lance,R,TX,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10072145.pdf
Goodlander,Maggie,D,NH,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10066503.pdf
Gosar,Paul A.,R,AZ,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/8221135.pdf
Gottheimer,Josh,D,NJ,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10066210.pdf
Graves,Sam,R,MO,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10068661.pdf
Gray,Adam,D,CA,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10067602.pdf
Green,Al,D,TX,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10068051.pdf
Griffith,H. Morgan,R,VA,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10068911.pdf
Grothman,Glenn,R,WI,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10067801.pdf
Guest,Michael,R,MS,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/9115581.pdf
Guthrie,Brett,R,KY,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/8221136.pdf
Hageman,Harriet M.,R,WY,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10066903.pdf
Hagerty,Bill,R,TN,2025,https://efdsearch.senate.gov/search/view/annual/36009def-6b4a-4333-a164-75c3b2302752/
Hamadeh,Abraham J.,R,AZ,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10067514.pdf
Harder,Josh,D,CA,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10066696.pdf
Haridopolos,Mike,R,FL,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10066231.pdf
Harrigan,Pat,R,NC,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10071886.pdf
Harris,Andy,R,MD,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10072027.pdf
Harris,Mark,R,NC,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10071955.pdf
Harshbarger,Diana,R,TN,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/9115594.pdf
Hassan,Margaret Wood,D,NH,2025,https://efdsearch.senate.gov/search/view/annual/dd671ffe-fc9d-439f-a595-552e781de3fd/
Hayes,Jahana,D,CT,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10067897.pdf
Heinrich,Martin,D,NM,2025,https://efdsearch.senate.gov/search/view/annual/fb24f5ac-4da1-4977-9090-fcad80783c46/
Hern,Kevin,R,OK,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10067143.pdf
Hernandez,Pablo Jose,D,PR,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10068793.pdf
Higgins,Clay,R,LA,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10066898.pdf
Hill,J. French,R,AR,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10067037.pdf
Himes,James A.,D,CT,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10067525.pdf
Arenholz,Ashley,R,IA,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10066620.pdf
Hirono,Mazie K.,D,HI,2025,https://efdsearch.senate.gov/search/view/annual/328c5acc-8fe4-4a13-bb84-4cc3f37f884f/
Horsford,Steven,D,NV,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10068146.pdf
Houchin,Erin,R,IN,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10066619.pdf
Houlahan,Chrissy,D,PA,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10068914.pdf
Hoyer,Steny H.,D,MD,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10066888.pdf
Hudson,Richard,R,NC,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10070452.pdf
Huizenga,Bill,R,MI,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10071649.pdf
Hunt,Wesley,R,TX,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10068518.pdf
Hurd,Jeff,R,CO,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10067470.pdf
Hyde-Smith,Cindy,R,MS,2025,https://efdsearch.senate.gov/search/view/annual/48818935-c48f-4c97-8841-bc0cbe961869/
Issa,Darrell,R,CA,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10066267.pdf
Ivey,Glenn,D,MD,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10071843.pdf
Jack,Brian,R,GA,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10067352.pdf
Jackson,Jonathan L.,D,IL,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10067052.pdf
Jackson,Ronny,R,TX,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10067504.pdf
Jacobs,Sara,D,CA,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10066924.pdf
James,John,R,MI,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10066154.pdf
Jayapal,Pramila,D,WA,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10067187.pdf
Jeffries,Hakeem S.,D,NY,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10066511.pdf
Johnson,Dusty,R,SD,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10067152.pdf
Johnson,"Henry C. ""Hank""",D,GA,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10068113.pdf
Johnson,Julie,D,TX,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10066504.pdf
Johnson,Mike,R,LA,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10071620.pdf
Jordan,Jim,R,OH,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10067361.pdf
Joyce,David P.,R,OH,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10068786.pdf
Joyce,John,R,PA,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10066594.pdf
Justice,James C.,R,WV,2025,https://efdsearch.senate.gov/search/view/annual/d1dbc013-fc0a-4ab4-b3fc-b6bfd4ce7a40/
Kamlager-Dove,Sydney,D,CA,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10067024.pdf
Kaptur,Marcy,D,OH,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10067506.pdf
Kean,Thomas H.,R,NJ,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10066042.pdf
Keating,William R.,D,MA,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10066140.pdf
Kelly,Mark,D,AZ,2025,https://efdsearch.senate.gov/search/view/annual/1f1b3071-0ebe-45da-bf6e-ec48ffdea81f/
Kelly,Mike,R,PA,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10066111.pdf
Kelly,Robin L.,D,IL,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10068385.pdf
Kelly,Trent,R,MS,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10067088.pdf
Kennedy,John,R,LA,2025,https://efdsearch.senate.gov/search/view/annual/28a081b6-68fd-4bae-a44b-0a5462dd04a0/
Kennedy,Mike,R,UT,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10066533.pdf
Kennedy,Timothy M.,D,NY,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10068878.pdf
Khanna,Ro,D,CA,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/9115596.pdf
Kiggans,Jennifer A.,R,VA,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10067550.pdf
Kiley,Kevin,R,CA,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10068665.pdf
Kim,Andy,D,NJ,2025,https://efdsearch.senate.gov/search/view/annual/2ea9c6e1-ec2d-4f6c-96ca-e9d9f4b906f9/
Kim,Young,R,CA,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10067055.pdf
King-Hinds,Kimberlyn,R,MP,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10067695.pdf
Knott,Brad,R,NC,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10071922.pdf
Krishnamoorthi,Raja,D,IL,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10066035.pdf
Kustoff,David,R,TN,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10066003.pdf
LaHood,Darin,R,IL,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10068136.pdf
LaLota,Nick,R,NY,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10069103.pdf
LaMalfa,Doug,R,CA,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10067870.pdf
Landsman,Greg,D,OH,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10066018.pdf
Langworthy,Nicholas A.,R,NY,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10068912.pdf
Larsen,Rick,D,WA,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10066875.pdf
Larson,John B.,D,CT,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10067089.pdf
Latta,Robert E.,R,OH,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10066043.pdf
Lawler,Michael,R,NY,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10068441.pdf
Lee,Laurel M.,R,FL,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10070530.pdf
Lee,Mike,R,UT,2025,https://efdsearch.senate.gov/search/view/annual/0c2c5afa-cd3c-4b09-bd67-f2bd5410ce25/
Lee,Summer L.,D,PA,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10070498.pdf
Lee,Susie,D,NV,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10066152.pdf
Leger Fernandez,Teresa,D,NM,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10066929.pdf
Letlow,Julia,R,LA,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10068504.pdf
Levin,Mike,D,CA,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10066874.pdf
Liccardo,Sam T.,D,CA,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10067339.pdf
Lieu,Ted,D,CA,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10068523.pdf
Lofgren,Zoe,D,CA,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10066636.pdf
Loudermilk,Barry,R,GA,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10068474.pdf
Lucas,Frank D.,R,OK,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10067226.pdf
Lummis,Cynthia M.,R,WY,2025,https://efdsearch.senate.gov/search/view/annual/b99b0faa-5189-4914-9258-3000419446f2/
Paulina Luna,Anna,R,FL,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10068787.pdf
Luttrell,Morgan,R,TX,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10066251.pdf
Lynch,Stephen F.,D,MA,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10066502.pdf
Mace,Nancy,R,SC,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10068976.pdf
Mackenzie,Ryan,R,PA,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10068819.pdf
Magaziner,Seth,D,RI,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10066344.pdf
Malliotakis,Nicole,R,NY,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10068082.pdf
Maloy,Celeste,R,UT,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10069198.pdf
Mann,Tracey,R,KS,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10066079.pdf
Mannion,John W.,D,NY,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10067141.pdf
Marshall,Roger,R,KS,2025,https://efdsearch.senate.gov/search/view/annual/545ec43a-eb9a-4f8c-973a-4e580d38b274/
Massie,Thomas,R,KY,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10067557.pdf
Mast,Brian J.,R,FL,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10068357.pdf
Matsui,Doris O.,D,CA,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/8221137.pdf
McBath,Lucy,D,GA,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10067071.pdf
McBride,Sarah,D,DE,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10068060.pdf
McCaul,Michael T.,R,TX,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/9115586.pdf
Delaney,April,D,MD,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10066122.pdf
McClain,Lisa C.,R,MI,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10068828.pdf
McClellan,Jennifer L.,D,VA,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10067739.pdf
McClintock,Tom,R,CA,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10066549.pdf
McCollum,Betty,D,MN,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10066584.pdf
McConnell,Mitch,R,KY,2025,https://efdsearch.senate.gov/search/view/annual/fcd0cf80-47bd-4148-aa42-81d97935f89a/
McCormick,David,R,PA,2025,https://efdsearch.senate.gov/search/view/annual/f0dda451-74f3-4b34-b6a9-71a8c593fbae/
McCormick,Richard,R,GA,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10067148.pdf
McDonald Rivet,Kristen,D,MI,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10066394.pdf
McDowell,Addison P.,R,NC,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10068334.pdf
McGarvey,Morgan,D,KY,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10066788.pdf
McGovern,James P.,D,MA,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10068384.pdf
McGuire,John J.,R,VA,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10066534.pdf
McIver,LaMonica,D,NJ,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10067336.pdf
Meeks,Gregory W.,D,NY,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10068784.pdf
Menendez,Robert,D,NJ,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10070454.pdf
Meng,Grace,D,NY,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10067279.pdf
Messmer,Mark B.,R,IN,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10068083.pdf
Meuser,Daniel,R,PA,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10067161.pdf
Mfume,Kweisi,D,MD,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10069174.pdf
Miller,Carol D.,R,WV,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10069124.pdf
Miller,Mary E.,R,IL,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10067030.pdf
Miller,Max L.,R,OH,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10066804.pdf
Miller-Meeks,Mariannette,R,IA,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10067915.pdf
Mills,Cory,R,FL,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10068479.pdf
Min,Dave,D,CA,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10066069.pdf
Moolenaar,John R.,R,MI,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10067758.pdf
Moore,Barry,R,AL,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10067082.pdf
Moore,Blake D.,R,UT,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10066531.pdf
Moore,Gwen,D,WI,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/8221127.pdf
Moore,Riley M.,R,WV,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10071948.pdf
Moore,Tim,R,NC,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10067159.pdf
Moran,Nathaniel,R,TX,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10068118.pdf
Morelle,Joseph D.,D,NY,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10068699.pdf
Moreno,Bernie,R,OH,2025,https://efdsearch.senate.gov/search/view/annual/7654c291-4eb6-4e71-8622-4974ee3c132e/
Morrison,Kelly,D,MN,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10066693.pdf
Moskowitz,Jared,D,FL,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10072022.pdf
Moulton,Seth,D,MA,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10067208.pdf
Moylan,James C.,R,GU,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10067123.pdf
Mrvan,Frank J.,D,IN,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10068679.pdf
Mullin,Kevin,D,CA,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10068343.pdf
Mullin,Markwayne,R,OK,2025,https://efdsearch.senate.gov/search/view/annual/1536b22a-9260-4cc9-9d88-736a81dfd3e7/
Murphy,Christopher,D,CT,2025,https://efdsearch.senate.gov/search/view/annual/bd72c4bb-3ebc-41c1-9d03-7fc2818f4342/
Murphy,Gregory F.,R,NC,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10067151.pdf
Nadler,Jerrold,D,NY,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/8221138.pdf
Neal,Richard E.,D,MA,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10067619.pdf
Neguse,Joe,D,CO,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10067275.pdf
Newhouse,Dan,R,WA,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10067441.pdf
Norcross,Donald,D,NJ,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10071989.pdf
Norman,Ralph,R,SC,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10066819.pdf
Norton,Eleanor Holmes,D,DC,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10066887.pdf
Nunn,Zachary,R,IA,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10065704.pdf
Obernolte,Jay,R,CA,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10066012.pdf
Ogles,Andrew,R,TN,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10068701.pdf
Olszewski,Johnny,D,MD,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10067696.pdf
Omar,Ilhan,D,MN,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10068415.pdf
Onder,Robert F.,R,MO,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10066776.pdf
Owens,Burgess,R,UT,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10066484.pdf
Padilla,Alex,D,CA,2025,https://efdsearch.senate.gov/search/view/annual/b48ae9be-e759-4af8-9f5a-a87abaae91a3/
Pallone,Frank,D,NJ,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10066248.pdf
Palmer,Gary J.,R,AL,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10066690.pdf
Panetta,Jimmy,D,CA,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10066174.pdf
Pappas,Chris,D,NH,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10068162.pdf
