8.1,PERAdvantage Income Fund,Mutual FundsMutual Fund,Self,"$15,001 - $50,000",Excepted Investment Fund,None (or less than $201)
8.2,PERAdvantage US Large Cap Stock,Mutual FundsMutual Fund,Self,"$100,001 - $250,000",Excepted Investment Fund,None (or less than $201)
8.3,PERAdvantage International Stock Fund,Mutual FundsMutual Fund,Self,"$50,001 - $100,000",Excepted Investment Fund,None (or less than $201)
8.4,PERAdvantage US Small & Mid Cap,Mutual FundsMutual Fund,Self,"$50,001 - $100,000",Excepted Investment Fund,None (or less than $201)
9,Denver Employees Retirement Plan,Retirement PlansDefined Benefit Pension Plan,Self,Unascertainable,Excepted Investment Fund,None (or less than $201)
10,"Bank of America(San Francisco, California)Type: Checking",Bank Deposit,Spouse,"$1,001 - $15,000",None,None (or less than $201)
11,"Bank of America(San Francisco, California)Type: Savings",Bank Deposit,Spouse,"$50,001 - $100,000",None,None (or less than $201)
12,"Bank of America(San Francisco, California)Type: Savings",Bank Deposit,Spouse,"$15,001 - $50,000",None,None (or less than $201)
13,"Bank of America(San Francisco, California)Type: Savings",Bank Deposit,Spouse,"$250,001 - $500,000",None,None (or less than $201)
14,"Liberty Media Corporation 2006 Deferred Compensation PlanCompany: Matrix Trust Company (New York, NY) Description: Cash",Deferred CompensationDeferred Compensation - Cash,Spouse,"Over $1,000,000 and held independently by spouse or dependent child",None,None (or less than $201)
15,Liberty Media 401(K),"Retirement Plans401(k), 403(b), or other Defined Contribution Plan.",Spouse,--,,
15.1,DODGX - Dodge & Cox Stock Fund,Mutual FundsMutual Fund,Spouse,"$250,001 - $500,000",Excepted Investment Fund,None (or less than $201)
15.2,PHIYX - PIMCO High Yield Fund Institutional Class,Mutual FundsMutual Fund,Spouse,"$100,001 - $250,000",Excepted Investment Fund,None (or less than $201)
15.3,VAIPX - Vanguard Inflation-Protected Securities Fund Admir,Mutual FundsMutual Fund,Spouse,"$50,001 - $100,000",Excepted Investment Fund,None (or less than $201)
15.4,FIAM Blend TD 2045 Q,Mutual FundsMutual Fund,Spouse,"None (or less than $1,001)",None,None (or less than $201)
15.5,BAGIX - Baird Aggregate Bond Fund Institutional Class,Mutual FundsMutual Fund,Spouse,"$100,001 - $250,000",Excepted Investment Fund,None (or less than $201)
15.6,FID FRDM BLD 2045 PR,Mutual FundsMutual Fund,Spouse,"$500,001 - $1,000,000",Excepted Investment Fund,None (or less than $201)
16,Fidelity SEP IRA,Retirement PlansIRA,Spouse,--,,
16.1,"SPAXX - Fidelity Government Money Market(Albuquerque, NM)Type: Money Market Account",Bank Deposit,Spouse,"$250,001 - $500,000",None,None (or less than $201)
16.2,FIEUX - Fidelity Europe Fund,Mutual FundsMutual Fund,Spouse,"$15,001 - $50,000",None,None (or less than $201)
16.3,VFIAX - Vanguard 500 Index Fd Admiral Shs,Mutual FundsMutual Fund,Spouse,"$15,001 - $50,000",Excepted Investment Fund,None (or less than $201)
16.4,"QQQ - Invesco QQQ Trust, Series 1",Mutual FundsExchange Traded Fund/Note,Spouse,"$50,001 - $100,000",Excepted Investment Fund,None (or less than $201)
16.5,JEPI - JPMorgan Equity Premium Income ETF,Mutual FundsExchange Traded Fund/Note,Spouse,"$15,001 - $50,000",Excepted Investment Fund,None (or less than $201)
16.6,VYM - Vanguard High Dividend Yield ETF,Mutual FundsExchange Traded Fund/Note,Spouse,"$50,001 - $100,000",Excepted Investment Fund,None (or less than $201)
17,"CMG - Chipotle Mexican Grill, Inc.",Corporate SecuritiesStock,Spouse,"Over $1,000,000 and held independently by spouse or dependent child",Capital Gains,"$50,001 - $100,000"
18,"QVCGA - QVC Group, Inc. - Series A Common StockFiler comment:  Name change. Previously reported as QRTEA - Qurate Retail, Inc.",Corporate SecuritiesStock,Spouse,"$1,001 - $15,000",None,None (or less than $201)
19,"EXPE - Expedia Group, Inc.",Corporate SecuritiesStock,Spouse,"$15,001 - $50,000",None,None (or less than $201)
20,Fidelity Brokerage Account,Brokerage/Managed Account,Spouse,--,,
20.1,FZROX - Fidelity ZERO Total Market Index Fund,Mutual FundsMutual Fund,Spouse,"$1,001 - $15,000",Excepted Investment Fund,None (or less than $201)
20.2,SPAXX - Fidelity Government Money Market Fund,Mutual FundsMutual Fund,Spouse,"$50,001 - $100,000",Excepted Investment Fund,"$1,001 - $2,500"
20.3,Fidelity - Restricted Stock Awards,Deferred CompensationDeferred Compensation - Other,Spouse,--,,
20.3.1,SIRI - Sirius XM Holdings Inc. - Common StockFiler comment:  Vested shares reported on line 20.4,Corporate SecuritiesStock,Spouse,"None (or less than $1,001)",None,None (or less than $201)
20.4,SIRI - Sirius XM Holdings Inc. - Common StockFiler comment:  Sold partial shares for a loss,Corporate SecuritiesStock,Spouse,"$100,001 - $250,000",Dividends,"$5,001 - $15,000"
20.5,FBND - Fidelity Total Bond ETF,Mutual FundsExchange Traded Fund/Note,Spouse,"$15,001 - $50,000",Excepted Investment Fund,"$1,001 - $2,500"
21,BATRK - The Liberty Braves GroupFiler comment:  PSUs received as an employee benefit,Corporate SecuritiesStock,Spouse,"$50,001 - $100,000",None,None (or less than $201)
22,LBRDA - Liberty Broadband Corporation,Corporate SecuritiesStock,Spouse,"$1,001 - $15,000",None,None (or less than $201)
23,LBRDK - Liberty Broadband Corporation,Corporate SecuritiesStock,Spouse,"$100,001 - $250,000",None,None (or less than $201)
24,"LTRPA - Liberty TripAdvisor Holdings, Inc.Filer comment:  Cash merger with Tripadvisor, Inc. on 4/29/25",Corporate SecuritiesStock,Spouse,"None (or less than $1,001)",None,None (or less than $201)
25,FWONA - Formula One Group,Corporate SecuritiesStock,Spouse,"$15,001 - $50,000",None,None (or less than $201)
26,FWONK - Formula One Group,Corporate SecuritiesStock,Spouse,"$250,001 - $500,000",Capital Gains,"$100,001 - $1,000,000"
27,BATRA - The Liberty Braves Group,Corporate SecuritiesStock,Spouse,"$1,001 - $15,000",None,None (or less than $201)
28,UBS Brokerage Account,Brokerage/Managed Account,Spouse,--,,
28.1,"QVCGP - QVC Group, Inc. - 8.0% Fixed Rate Cumulative Redeemable Preferred StockRate/Coupon: 8.0%  Matures: 03/15/2031Filer comment:  Name change. Previously reported as QRTEP - Qurate Retail Inc. 8%; Due 3/15/31",Corporate SecuritiesCorporate Bond,Spouse,"$1,001 - $15,000","Dividends, Interest","$201 - $1,000"
29,"LION - Lionsgate Studios Corp Common SharesFiler comment:  Share class exchange, previously reported as LGF-B Lions Gate Entertainment Corp.",Corporate SecuritiesStock,Spouse,"$1,001 - $15,000",None,None (or less than $201)
30,BATRK - Liberty Media Corporation - Series C Liberty BraveStrike price: $37.45 | NeitherExpires: 12/11/2030,Corporate SecuritiesStock Option,Spouse,"$1,001 - $15,000",None,None (or less than $201)
31,FWONK - Liberty Media Formula One Sr CStrike price: $62.90 | NeitherExpires: 12/08/2030 Filer comment:  Exercised stock option on 5/9/2025,Corporate SecuritiesStock Option,Spouse,"None (or less than $1,001)",Capital Gains,"$100,001 - $1,000,000"
32,LLYVA - Liberty Media Corp Series A,Corporate SecuritiesStock,Spouse,"$15,001 - $50,000",None,None (or less than $201)
33,Morgan Stanley Brokerage Account,Brokerage/Managed Account,Spouse,--,,
33.1,"Morgan Stanley(San Francisco, CA)Type: Money Market Account",Bank Deposit,Spouse,"$1,001 - $15,000",None,None (or less than $201)
33.2,"LINE - Lineage, Inc. - Common Stock",Corporate SecuritiesStock,Spouse,"$15,001 - $50,000",Dividends,"$1,001 - $2,500"
34,Fidelity - Roth IRA,Retirement PlansIRA,Child,--,,
34.1,FSPGX - Fidelity Large Cap Growth Index Fund,Mutual FundsMutual Fund,Child,"$1,001 - $15,000",Excepted Investment Fund,None (or less than $201)
34.2,FXAIX - Fidelity 500 Index Fund,Mutual FundsMutual Fund,Child,"$1,001 - $15,000",Excepted Investment Fund,None (or less than $201)
35,UBS Brokerage Account,Brokerage/Managed Account,Spouse,--,,
35.1,SIRI - SiriusXM Holdings Inc. - Common Stock,Corporate SecuritiesStock,Spouse,"$50,001 - $100,000",Dividends,"$2,501 - $5,000"
35.2,"UBS Cash(New York, NY)Type: Money Market Account",Bank Deposit,Spouse,"$1,001 - $15,000",None,None (or less than $201)
36,CollegeInvest 529Institution: CollegeInvest 529,Education Savings Plans529 College Savings Plan,Spouse,--,,
36.1,Aggressive Age-Based Option: Aggressive Growth Portfolio,Mutual FundsMutual Fund,Spouse,"$250,001 - $500,000",Excepted Investment Fund,None (or less than $201)
36.2,"Aggressive Age−Based Option:12.5%Stock/87.5% Bond PortfolioFiler comment:  2025 purchases less than$1,000",Mutual FundsMutual Fund,Spouse,"None (or less than $1,001)",Excepted Investment Fund,None (or less than $201)
36.3,12.5% Stock/62.5% Bond/25% Colorado Short-Term Reserves,Mutual FundsMutual Fund,Spouse,"$1,001 - $15,000",Excepted Investment Fund,None (or less than $201)
37,Fidelity - UTMA Account,UGMA/UTMA,Spouse,--,,
37.1,SPAXX - Fidelity Government Money Market Fund,Mutual FundsMutual Fund,Spouse,"$1,001 - $15,000",None,None (or less than $201)
38,"GLIBA - GCI Liberty, Inc. - Series A GCI Group Common Stock",Corporate SecuritiesStock,Spouse,"$1,001 - $15,000",None,None (or less than $201)
39,LBRDK - Liberty Broadband Corporation - Class C Common StockStrike price: $76.45 | NeitherExpires: 12/11/2030 Filer comment:  Exercised stock option on 5/9/2025,Corporate SecuritiesStock Option,Spouse,"None (or less than $1,001)",Capital Gains,"$15,001 - $50,000"
40,LBRDK - Liberty Broadband Corporation - Class C Common StockStrike price: $77.68 | NeitherExpires: 12/13/2030 Filer comment:  Exercised stock option 5/9/2025 & 5/19/2025,Corporate SecuritiesStock Option,Spouse,"None (or less than $1,001)",Capital Gains,"$100,001 - $1,000,000"
41,UBS Brokerage (GLIBA),Brokerage/Managed Account,Spouse,--,,
41.1,"UBS Insured Sweep Program(New York, NY)Type: Brokerage Sweep Account",Bank Deposit,Spouse,"$1,001 - $15,000",None,None (or less than $201)
42,UBS Brokerage (GLIBK),Brokerage/Managed Account,Spouse,--,,
42.1,"UBS Bank USA Deposit Account(New York, NY)Type: Money Market Account",Bank Deposit,Spouse,"$1,001 - $15,000",None,None (or less than $201)
42.2,"GLIBK - GCI Liberty, Inc. - Series C GCI Group Common Stock",Corporate SecuritiesStock,Spouse,"$15,001 - $50,000",None,None (or less than $201)
42.3,"RTS GCI Liberty Inc. Exp. 12/17/2025Filer comment:  Sales less than $1,000",Corporate SecuritiesStock,Spouse,"None (or less than $1,001)",Capital Gains,"$1,001 - $2,500"
43,UBS Brokerage (LLYVK)Filer comment:  Previously listed as individual holdings,Brokerage/Managed Account,Spouse,--,,
43.1,LLYVK - Liberty Media Corp Series C,Corporate SecuritiesStock,Spouse,"$250,001 - $500,000",None,None (or less than $201)
43.2,LLYVK - Liberty Media Corp Series CStrike price: $33.97 | NeitherExpires: 12/08/2030,Corporate SecuritiesStock Option,Spouse,"$100,001 - $250,000",None,None (or less than $201)
43.3,LLYVK - Liberty Live Series CStrike price: $45.33 | NeitherExpires: 12/10/2027,Corporate SecuritiesStock Option,Spouse,"$100,001 - $250,000",None,None (or less than $201)
43.4,LLYVK - Liberty Live Series CStrike price: $20.03 | NeitherExpires: 12/10/2027,Corporate SecuritiesStock Option,Spouse,"$15,001 - $50,000",None,None (or less than $201)
44,Wesleyan University Fixed AnnuityProvider: TIAA Filer comment:  Fixed annuity payment received in exchange for charitable gift made by the filer to Wesleyan University.,AnnuityFixed,Self,Unascertainable,None,None (or less than $201)
