last_name,first_name,party,state,chamber,congress_status,owner,filing_year,link,triggered_terms,matched_asset_names
McConnell,Mitch,R,KY,senate,current,False,2026,https://efdsearch.senate.gov/search/view/annual/80fb9c88-7489-4c2f-9ea5-ce22b682b998/,,
McCormick,Richard,R,GA,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10075846.pdf,,
McDonald Rivet,Kristen,D,MI,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10074835.pdf,,
McDowell,Addison P.,R,NC,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10074936.pdf,,
McGarvey,Morgan,D,KY,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10075970.pdf,,
McGovern,James P.,D,MA,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10075749.pdf,,
McGuire,John J.,R,VA,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10075908.pdf,,
McHenry,Patrick T.,R,NC,house,past,False,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/10060043.pdf,,
McIver,LaMonica,D,NJ,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10076045.pdf,,
Meeks,Gregory W.,D,NY,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10077964.pdf,,
Menefee,Christian D.,D,TX,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10075931.pdf,,
Menendez,Robert,D,NJ,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10074390.pdf,,
Meng,Grace,D,NY,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10075835.pdf,,
Merkley,Jeff,D,OR,senate,current,False,2026,https://efdsearch.senate.gov/search/view/annual/2679d51a-6ff8-4d8d-aecd-61cd3c3656a8/,,
Messmer,Mark B.,R,IN,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10077191.pdf,,
Meuser,Daniel,R,PA,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10076074.pdf,,
Mfume,Kweisi,D,MD,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10077256.pdf,,
Miller,Carol D.,R,WV,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10076025.pdf,,
Miller,Mary E.,R,IL,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10076451.pdf,,
Miller-Meeks,Mariannette,R,IA,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10077246.pdf,,
Mills,Cory,R,FL,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10076049.pdf,,
Min,Dave,D,CA,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10075550.pdf,,
Molinaro,Marcus J.,R,NY,house,past,False,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/10061183.pdf,,
Moody,Ashley,R,FL,senate,current,False,2026,https://efdsearch.senate.gov/search/view/annual/7ca4d0a0-27f8-44f1-b393-f61d2d62df02/,,
Moolenaar,John R.,R,MI,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10076468.pdf,,
Mooney,Alexander X.,R,WV,house,past,False,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/10062529.pdf,,
Moore,Barry,R,AL,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10076378.pdf,,
Moore,Blake D.,R,UT,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10074823.pdf,,
Moore,Gwen,D,WI,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/9116164.pdf,,
Moore,Riley M.,R,WV,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10074829.pdf,,
Moore,Tim,R,NC,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10075481.pdf,,
Moran,Jerry,R,KS,senate,current,False,2026,https://efdsearch.senate.gov/search/view/annual/331462bf-6468-4c37-bb78-d8bcb4374cf8/,,
Moran,Nathaniel,R,TX,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10076305.pdf,,
Morelle,Joseph D.,D,NY,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10078020.pdf,,
Moreno,Bernie,R,OH,senate,current,False,2026,https://efdsearch.senate.gov/search/view/annual/75237a37-18ed-4aa8-946e-7953b9e038af/,,
Morrison,Kelly,D,MN,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10075173.pdf,,
Moskowitz,Jared,D,FL,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10074897.pdf,,
Moulton,Seth,D,MA,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10076609.pdf,,
Moylan,James C.,R,GU,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10076785.pdf,,
Mrvan,Frank J.,D,IN,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10078141.pdf,,
Mullin,Kevin,D,CA,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10077398.pdf,,
Mullin,Markwayne,R,OK,senate,past,False,2025,https://efdsearch.senate.gov/search/view/annual/1536b22a-9260-4cc9-9d88-736a81dfd3e7/,,
Murkowski,Lisa,R,AK,senate,current,False,2026,https://efdsearch.senate.gov/search/view/annual/282dcb63-e978-48e9-b94c-7233a99b40d3/,,
Murphy,Christopher,D,CT,senate,current,False,2026,https://efdsearch.senate.gov/search/view/annual/949767a9-31e4-4409-af97-1ca77758b958/,,
Murphy,Gregory F.,R,NC,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10075847.pdf,,
Murray,Patty,D,WA,senate,current,False,2026,https://efdsearch.senate.gov/search/view/annual/419e904f-1f31-4f8d-9b66-a05a769bb523/,,
Nadler,Jerrold,D,NY,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/9116165.pdf,,
Napolitano,Grace F.,D,CA,house,past,False,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/10059421.pdf,,
Neal,Richard E.,D,MA,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10077376.pdf,,
Neguse,Joe,D,CO,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10076784.pdf,,
Nehls,Troy E.,R,TX,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10081643.pdf,,
Newhouse,Dan,R,WA,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10078107.pdf,,
Nickel,Wiley,D,NC,house,past,False,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/10060464.pdf,,
Norcross,Donald,D,NJ,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10075122.pdf,,
Norman,Ralph,R,SC,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10075380.pdf,,
Norton,Eleanor Holmes,D,DC,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10076125.pdf,,
Nunn,Zachary,R,IA,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10075011.pdf,,
Obernolte,Jay,R,CA,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10075438.pdf,,
Ocasio-Cortez,Alexandria,D,NY,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10076462.pdf,,
Ogles,Andrew,R,TN,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10081421.pdf,,
Olszewski,Johnny,D,MD,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10075628.pdf,,
Omar,Ilhan,D,MN,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10077400.pdf,,
Onder,Robert F.,R,MO,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10076829.pdf,,
Ossoff,Jon,D,GA,senate,current,False,2026,https://efdsearch.senate.gov/search/view/annual/9af964b6-5eba-41e6-87fb-d6651c5b90b0/,,
Owens,Burgess,R,UT,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/9116274.pdf,,
Padilla,Alex,D,CA,senate,current,False,2026,https://efdsearch.senate.gov/search/view/annual/806e424b-fa67-4612-8452-5a0e571a0e95/,,
Pallone,Frank,D,NJ,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10075741.pdf,,
Palmer,Gary J.,R,AL,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10075305.pdf,,
Panetta,Jimmy,D,CA,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10074944.pdf,,
Pappas,Chris,D,NH,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10077615.pdf,,
Paul,Rand,R,KY,senate,current,False,2026,https://efdsearch.senate.gov/search/view/annual/8c6992f9-73e3-474a-9ac3-a1a172b44a25/,,
Paulina Luna,Anna,R,FL,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10076371.pdf,,
Peltola,Mary Sattler,D,AK,house,past,False,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/10060548.pdf,,
Pence,Greg,R,IN,house,past,False,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/10059309.pdf,,
Perry,Scott,R,PA,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10075876.pdf,,
Peters,Gary C.,D,MI,senate,current,False,2026,https://efdsearch.senate.gov/search/view/annual/566928d7-9094-4a22-aa48-350874c62259/,,
Peters,Scott H.,D,CA,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10076386.pdf,,
Pettersen,Brittany,D,CO,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10077057.pdf,,
Pfluger,August,R,TX,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10075620.pdf,,
Phillips,Dean,D,MN,house,past,False,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/10057744.pdf,,
Pingree,Chellie,D,ME,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10077435.pdf,,
Plaskett,Stacey E.,D,VI,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10082756.pdf,,
Pocan,Mark,D,WI,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10077611.pdf,,
Porter,Katie,D,CA,house,past,False,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/10060103.pdf,,
Posey,Bill,R,FL,house,past,False,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/8220468.pdf,,
Pou,Nellie,D,NJ,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10077198.pdf,,
Pressley,Ayanna,D,MA,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10078418.pdf,,
Quigley,Mike,D,IL,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/9116166.pdf,,
Radewagen,Aumua Amata Coleman,R,AS,house,current,False,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/10059318.pdf,,
Ramirez,Delia C.,D,IL,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10075093.pdf,,
Randall,Emily,D,WA,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10076237.pdf,,
Raskin,Jamie,D,MD,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10076353.pdf,,
Reed,Jack,D,RI,senate,current,False,2026,https://efdsearch.senate.gov/search/view/annual/77ae8202-f38d-4fc2-918d-c7a626b5c95c/,,
Ricketts,Pete,R,NE,senate,current,False,2026,https://efdsearch.senate.gov/search/view/annual/a8d4d3ca-b222-4c06-ae91-8b3b73686894/,,
Riley,Josh,D,NY,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10074651.pdf,,
Risch,James E.,R,ID,senate,current,False,2026,https://efdsearch.senate.gov/search/view/annual/8f5e80ee-e796-4a25-9bf4-b6ed4917c220/,,
Rivas,Luz M.,D,CA,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10081225.pdf,,
Rodgers,Cathy,R,WA,house,past,False,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/10057665.pdf,,
Rogers,Harold,R,KY,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/9116232.pdf,,
Rogers,Mike D.,R,AL,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/9116167.pdf,,
Romney,Mitt,R,UT,senate,past,False,2024,https://efdsearch.senate.gov/search/view/annual/fe4735ee-8675-4ef8-9408-6c87340f1d81/,,
Rose,John W.,R,TN,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10075338.pdf,,
Rosen,Jacky,D,NV,senate,current,False,2026,https://efdsearch.senate.gov/search/view/annual/ec5ae954-7967-45bf-8778-e7aa49a05c93/,,
Rosendale,Matthew M.,R,MT,house,past,False,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/10059430.pdf,,
Ross,Deborah K.,D,NC,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10074987.pdf,,
Rounds,Mike,R,SD,senate,current,False,2026,https://efdsearch.senate.gov/search/view/annual/d383b64d-7a33-4ac0-b049-8f04bdeeb6a0/,,
Rouzer,David,R,NC,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10081433.pdf,,
Roy,Chip,R,TX,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10077199.pdf,,
Rubio,Marco,R,FL,senate,past,False,2024,https://efdsearch.senate.gov/search/view/annual/45f8d47c-fa4b-4a5d-b810-33bf8e7e521b/,,
Ruiz,Raul,D,CA,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10076447.pdf,,
Rulli,Michael A.,R,OH,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10081567.pdf,,
Ruppersberger,C. A. Dutch,D,MD,house,past,False,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/10058985.pdf,,
Rutherford,John H.,R,FL,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10076796.pdf,,
Ryan,Patrick,D,NY,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10074808.pdf,,
Sablan,Gregorio Kilili Camacho,D,MP,house,past,False,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/10057550.pdf,,
Salazar,Maria Elvira,R,FL,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10075495.pdf,,
Salinas,Andrea,D,OR,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10075989.pdf,,
Sanchez,Linda T.,D,CA,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10077966.pdf,,
Sanders,Bernard,I,VT,senate,current,False,2026,https://efdsearch.senate.gov/search/view/annual/81060eb2-fc35-4a8c-857d-3220cf411b9b/,,
Sarbanes,John P.,D,MD,house,past,False,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/10060024.pdf,,
Scalise,Steve,R,LA,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10075779.pdf,,
Scanlon,Mary Gay,D,PA,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10075774.pdf,,
Schakowsky,Janice D.,D,IL,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10076627.pdf,,
Schatz,Brian,D,HI,senate,current,False,2026,https://efdsearch.senate.gov/search/view/annual/4fde18b9-6e75-4517-87f2-a623802662d2/,,
Schiff,Adam B.,D,CA,senate,current,False,2026,https://efdsearch.senate.gov/search/view/annual/0ced71f1-1a11-48aa-87da-f6ed733836b8/,,
Schmidt,Derek,R,KS,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10076041.pdf,,
Schmitt,Eric,R,MO,senate,current,False,2026,https://efdsearch.senate.gov/search/view/annual/31354819-3a2e-4164-997f-e8327782f4b1/,,
Schneider,Bradley Scott,D,IL,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10075108.pdf,,
Scholten,Hillary J.,D,MI,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10075605.pdf,,
Schrier,Kim,D,WA,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10075089.pdf,,
Schumer,Charles E.,D,NY,senate,current,False,2026,https://efdsearch.senate.gov/search/view/annual/6fea64b8-6c11-41ee-b5a1-61dae7d03775/,,
Schweikert,David,R,AZ,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10077931.pdf,,
Scott,Austin,R,GA,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10078163.pdf,,
Scott,David,D,GA,house,past,False,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10068497.pdf,,
Scott,Rick,R,FL,senate,current,False,2026,https://efdsearch.senate.gov/search/view/annual/cd708d06-e253-444b-aebd-9fd547156da9/,,
Scott,"Robert C. ""Bobby""",D,VA,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10077012.pdf,,
Scott,Tim,R,SC,senate,current,False,2026,https://efdsearch.senate.gov/search/view/annual/516c1638-5b26-4a14-99be-d89c1b426839/,,
Self,Keith,R,TX,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/9116196.pdf,,
Sessions,Pete,R,TX,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10075867.pdf,,
Sewell,Terri A.,D,AL,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10081495.pdf,,
Shaheen,Jeanne,D,NH,senate,current,False,2026,https://efdsearch.senate.gov/search/view/annual/61bb8328-a6ca-4995-8677-453290aef6c4/,,
Sherman,Brad,D,CA,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/9116209.pdf,,
Sherrill,Mikie,D,NJ,house,past,False,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10067322.pdf,,
Shreve,Jefferson,R,IN,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10075352.pdf,,
Simon,Lateefah,D,CA,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10075192.pdf,,
Simpson,Michael K.,R,ID,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10075431.pdf,,
Sinema,Kyrsten,I,AZ,senate,past,False,2024,https://efdsearch.senate.gov/search/view/annual/eb37d9be-fe95-4680-a93d-8e22b7f887cc/,,
Slotkin,Elissa,D,MI,senate,current,False,2026,https://efdsearch.senate.gov/search/view/annual/b95f9a8b-a8d3-4de2-a433-661b4ff040b0/,,
Smith,Adam,D,WA,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10075631.pdf,,
Smith,Christopher H.,R,NJ,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10077869.pdf,,
Smith,Jason,R,MO,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10078389.pdf,,
Smith,Tina,D,MN,senate,current,False,2026,https://efdsearch.senate.gov/search/view/annual/04fa0049-312f-4789-bdd1-1c8fa59a599f/,,
Smucker,Lloyd,R,PA,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10077933.pdf,,
Sorensen,Eric,D,IL,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10074927.pdf,,
Soto,Darren,D,FL,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10077158.pdf,,
Spanberger,Abigail Davis,D,VA,house,past,False,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/10058906.pdf,,
Spartz,Victoria,R,IN,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10077259.pdf,,
Stabenow,Debbie,D,MI,senate,past,False,2024,https://efdsearch.senate.gov/search/view/annual/2a07642e-57d6-482c-abf1-71b5416afa66/,,
Stansbury,Melanie A.,D,NM,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10077139.pdf,,
Stanton,Greg,D,AZ,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10077484.pdf,,
Stauber,Pete,R,MN,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10075454.pdf,,
Steel,Michelle,R,CA,house,past,False,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/10060211.pdf,,
Stefanik,Elise M.,R,NY,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/9116231.pdf,,
Steil,Bryan,R,WI,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10075925.pdf,,
Steube,W. Gregory,R,FL,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10075309.pdf,,
Stevens,Haley M.,D,MI,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10075421.pdf,,
Strickland,Marilyn,D,WA,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10076603.pdf,,
Strong,Dale W.,R,AL,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10074989.pdf,,
Stutzman,Marlin A.,R,IN,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10081587.pdf,,
Subramanyam,Suhas,D,VA,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10078081.pdf,,
Sullivan,Dan,R,AK,senate,current,False,2026,https://efdsearch.senate.gov/search/view/annual/40eb03a2-e2c5-48a5-8834-05cdb32b29d6/,,
Suozzi,Thomas R.,D,NY,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10077078.pdf,,
Swalwell,Eric,D,CA,house,past,False,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10066827.pdf,,
Sykes,Emilia Strong,D,OH,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10076112.pdf,,
Takano,Mark,D,CA,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10076332.pdf,,
Taylor,David J.,R,OH,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10075596.pdf,,
Tenney,Claudia,R,NY,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10076400.pdf,,
Tester,Jon,D,MT,senate,past,False,2024,https://efdsearch.senate.gov/search/view/annual/d8a0617f-2a28-465f-933c-21f67dbdce0d/,,
Thompson,Bennie G.,D,MS,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10075892.pdf,,
Thompson,Glenn,R,PA,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10076978.pdf,,
Thompson,Mike,D,CA,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/9116168.pdf,,
Thune,John,R,SD,senate,current,False,2026,https://efdsearch.senate.gov/search/view/annual/8fce71cc-45f5-4ef0-978e-b57a9aa39037/,,
Tiffany,Thomas P.,R,WI,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10076532.pdf,,
Tillis,Thomas,R,NC,senate,current,False,2026,https://efdsearch.senate.gov/search/view/annual/33b5d7d8-3980-4062-be85-bb00ca02d0bd/,,
Timmons,William R.,R,SC,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10076954.pdf,,
Titus,Dina,D,NV,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/9116309.pdf,,
Tokuda,Jill N.,D,HI,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10076318.pdf,,
Tonko,Paul,D,NY,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10077091.pdf,,
Torres,Norma J.,D,CA,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10075170.pdf,,
Torres,Ritchie,D,NY,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10078169.pdf,,
Trahan,Lori,D,MA,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10075586.pdf,,
Trone,David J.,D,MD,house,past,False,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/10059089.pdf,,
Tuberville,Tommy,R,AL,senate,current,False,2026,https://efdsearch.senate.gov/search/view/annual/d4f1a4cf-d450-4f9f-bfaf-c98e41066c2b/,,
Turner,Michael R.,R,OH,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10075610.pdf,,
Underwood,Lauren,D,IL,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10075904.pdf,,
Valadao,David G.,R,CA,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10075195.pdf,,
Van Duyne,Beth,R,TX,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10081582.pdf,,
Van Epps,Matt,R,TN,house,current,False,2026,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2026/10079856.pdf,,
Van Hollen,Chris,D,MD,senate,current,False,2026,https://efdsearch.senate.gov/search/view/annual/6ed20a5a-0c96-427f-a6cc-a91fae626c30/,,
Van Orden,Derrick,R,WI,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10077672.pdf,,
Vargas,Juan,D,CA,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10077073.pdf,,
Vasquez,Gabe,D,NM,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10077180.pdf,,
Veasey,Marc A.,D,TX,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10074876.pdf,,
Velázquez,Nydia M.,D,NY,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10077087.pdf,,
